NOMENCLATURA,TITULO,TIPO,FORMATO,URL,FECHA
AS-SM-44-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=33a23300-cf0c-49b7-9853-87f343dc77c1,2024-04-26T07:53:05-05:00
AS-SM-44-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5e5d434b-a9ff-4e6a-84d2-cdde4766f867,2024-04-29T12:21:14-05:00
AS-SM-44-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5a4dd2a5-9c8b-4490-93b8-d565c8e55a5b,2024-05-22T15:03:33-05:00
AS-SM-44-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=afe31c99-1ac1-481d-bdb1-0b2e029481f6,2024-05-22T15:03:33-05:00
AS-SM-44-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=bdfa3aac-eb86-4db3-b461-405b40fe0679,2024-05-22T15:03:33-05:00
AS-SM-1-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5968d24d-6637-4033-80c2-1186b9f40ee0,2024-03-25T12:46:00-05:00
AS-SM-1-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a20d2a78-144f-4124-bb66-2cf4dd8448f3,2024-03-25T12:46:00-05:00
AS-SM-1-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0dd23e47-3963-4bae-ab94-4e53194c8c13,2024-04-03T10:59:33-05:00
AS-SM-1-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e78c89f8-21df-4315-aa1b-a206e546d87d,2024-04-03T10:59:33-05:00
AS-SM-1-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0b0ea606-549f-4d3f-bb67-b6b6ddb595b8,2024-05-09T15:18:50-05:00
AS-SM-1-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b4f69a66-c34f-4f96-84e1-e1c5f98da377,2024-05-09T15:18:50-05:00
AS-SM-1-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=015b1537-4eb2-4dba-b192-ee55d2806503,2024-05-09T15:18:51-05:00
AS-SM-1-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152615867,2024-06-17T23:39:01-05:00
AS-SM-1-2024-ELSE-1,Archivos de la resolución del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152926952,2025-09-23T16:40:54-05:00
AS-SM-63-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b3f4fb8b-17c3-445b-85cf-adddba46ab05,2024-03-20T14:24:00-05:00
AS-SM-63-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6ddd7420-02bb-4fa2-8a0c-11db1745203b,2024-03-20T14:24:00-05:00
AS-SM-63-2024-ELSE-1,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b3796fa6-b068-4bbd-9b37-4a7a54b293c9,2024-03-20T14:24:00-05:00
AS-SM-63-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=59cde059-6014-4465-a981-a3d98a9f5d97,2024-04-02T17:22:43-05:00
AS-SM-63-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6302467e-dcdd-49b9-91d8-d82196a18c7c,2024-04-02T17:22:43-05:00
AS-SM-63-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=369c6024-8055-47b9-a869-278ed172bab1,2024-04-23T14:39:36-05:00
AS-SM-63-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f4f3cb93-b9d7-459e-9dcc-9aeeee91f6a9,2024-04-23T14:39:36-05:00
AS-SM-63-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d0c9941f-e540-4677-b0e0-39b26a7e3a3c,2024-04-23T14:39:36-05:00
AS-SM-63-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152607406,2024-06-03T16:08:46-05:00
AS-SM-63-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152607405,2024-06-03T16:08:47-05:00
AS-SM-63-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152607412,2024-06-03T16:11:32-05:00
AS-SM-63-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152887021,2025-07-21T11:50:03-05:00
AS-SM-63-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152887025,2025-07-21T11:51:24-05:00
CP-SM-37-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=31dde42a-63d4-4694-8491-1ee5cdd29fb6,2024-03-14T14:47:00-05:00
CP-SM-37-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6574e0cc-6a17-4fe0-b082-ee4d1ce4e752,2024-03-14T14:47:00-05:00
CP-SM-37-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=163fad9e-f46d-4e25-a191-7bae7267bd06,2024-04-04T15:42:06-05:00
CP-SM-37-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=31724471-c5cf-4bc7-9d98-830b63fc5f36,2024-04-04T15:42:06-05:00
CP-SM-37-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2acfa2f4-5fff-4e95-9323-14c5f6bdc0dc,2024-04-25T11:42:45-05:00
CP-SM-37-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=25c21a22-73fb-4ae6-a788-91a6ef9f912a,2024-04-25T11:42:46-05:00
CP-SM-37-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=18dabd97-6831-49ca-b3c4-49d756e110f5,2024-04-25T11:42:46-05:00
CP-SM-37-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152603241,2024-05-27T12:08:20-05:00
CP-SM-37-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152603244,2024-05-27T12:10:24-05:00
CP-SM-37-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152887186,2025-07-21T14:36:02-05:00
CP-SM-37-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152887184,2025-07-21T14:33:50-05:00
AS-SM-23-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4ff2305c-52df-4285-b77c-563a4c34871e,2024-03-04T11:13:00-05:00
AS-SM-23-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=25a3f544-2e6b-4aa3-8b2d-4ba177a511a0,2024-03-04T11:13:00-05:00
AS-SM-23-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1ab89309-f80d-4c65-aac7-c7028b7552d0,2024-03-08T09:32:14-05:00
AS-SM-23-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=62a90d5a-10a6-46ae-b300-3627fbdf836b,2024-03-11T12:03:30-05:00
AS-SM-23-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=49c2accc-b7a9-4754-b81a-bb7aeea7598f,2024-03-27T14:35:15-05:00
AS-SM-23-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=719d1dfe-41fe-4735-b644-f171a80a0fa4,2024-03-27T14:35:15-05:00
AS-SM-23-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=611f7341-7ebb-4926-941d-0e7df88babb8,2024-03-27T14:35:15-05:00
AS-SM-23-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152585823,2024-04-24T16:22:05-05:00
AS-SM-23-2024-ELSE-1,Archivos del complementario del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152846050,2025-05-19T07:56:23-05:00
AS-SM-23-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152848421,2025-05-21T16:10:10-05:00
AS-SM-61-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=512c494f-9f44-4285-847b-b6bb7a9f3cd6,2024-03-06T10:23:00-05:00
AS-SM-61-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fe9544a9-f11f-4c23-a354-1b7c7c0d81ae,2024-03-06T10:23:00-05:00
AS-SM-61-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=33a6745c-d31f-4995-90a7-7e797847ce9c,2024-03-13T16:24:31-05:00
AS-SM-61-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a97dd869-bbeb-4134-8dd8-f0978599897c,2024-03-13T16:24:32-05:00
AS-SM-61-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6512e908-5bee-44c5-99b8-f2f955d67995,2024-05-08T12:14:00-05:00
AS-SM-61-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f4fbfe44-c74a-49ed-be76-7dcf62a0ae84,2024-05-08T12:14:00-05:00
AS-SM-61-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=463da19f-04cf-4a99-ae47-bc45d59e0629,2024-05-08T12:14:00-05:00
AS-SM-61-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152612970,2024-06-12T16:32:26-05:00
AS-SM-28-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a034b968-1e46-4963-81b0-ba369783aed1,2024-03-11T15:52:00-05:00
AS-SM-28-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=af79e2bb-0513-4eb1-b9d7-14860696b96c,2024-03-11T15:52:00-05:00
AS-SM-28-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2d4651d8-e668-4686-8e42-860c294963b9,2024-03-18T08:18:00-05:00
AS-SM-28-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1cfddfe6-98fa-4c42-8cca-9d2b889b37f9,2024-03-19T12:46:01-05:00
AS-SM-28-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=24884265-036f-48b4-a917-3b463e311e61,2024-04-15T17:03:15-05:00
AS-SM-28-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7adbd86b-18bc-41de-aa63-baae21f695b4,2024-04-15T17:03:15-05:00
AS-SM-28-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e5e54e87-b3d5-46dd-95a0-dc1bde9db807,2024-04-15T17:03:16-05:00
AS-SM-28-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152604912,2024-05-29T14:44:55-05:00
AS-SM-28-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152679237,2024-09-30T11:27:43-05:00
AS-SM-28-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152679247,2024-09-30T11:30:25-05:00
LP-SM-2-2024-ELSE-1,Bases Administrativas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1798ebbc-7929-4193-a251-beee0e2f24d7,2024-03-25T10:56:00-05:00
LP-SM-2-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5401eaa0-9de1-429e-a076-bbda516ba85c,2024-03-25T10:56:00-05:00
LP-SM-2-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2a021153-f5b2-4a64-bf06-9470ea4b21a8,2024-04-26T15:38:15-05:00
LP-SM-2-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3be76241-86c9-4d3b-aea2-24df569ee925,2024-04-26T15:38:15-05:00
LP-SM-2-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=683b1f9d-cc86-48a4-a9cb-d420f86d3638,2024-06-10T14:37:39-05:00
LP-SM-2-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2800b8a5-1004-4514-8174-c4e4972091ec,2024-06-10T14:37:39-05:00
LP-SM-2-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=560888af-1fd0-4ad6-a6c7-5bb3a19a3f49,2024-06-10T14:37:39-05:00
LP-SM-2-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152632727,2024-07-11T11:44:59-05:00
LP-SM-2-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152632719,2024-07-11T11:42:25-05:00
CP-SM-47-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0794c724-69c0-4c65-aea7-7933b34bb4ec,2024-03-19T16:21:00-05:00
CP-SM-47-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fbfd14f4-917f-4882-9f10-dd50bcc3f9a0,2024-03-19T16:21:00-05:00
CP-SM-47-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ca5d41b3-3ba4-453a-8427-271a02f98d41,2024-04-09T16:47:02-05:00
CP-SM-47-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1a8e7cd4-4be6-4771-9240-a0c7f86bd2e2,2024-04-09T16:47:02-05:00
CP-SM-47-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=297b0be8-d0cb-432d-8ad8-cde51beec2f6,2024-05-08T16:33:04-05:00
CP-SM-47-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e65d1c40-c528-447c-918b-244f1535162f,2024-05-08T16:33:04-05:00
CP-SM-47-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e52905da-ab4a-45f2-9644-8f8552142dd1,2024-05-08T16:33:04-05:00
CP-SM-47-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152618084,2024-06-20T11:15:39-05:00
CP-SM-47-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152618085,2024-06-20T11:15:38-05:00
AS-SM-62-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0e46edf1-618c-4d54-83be-9ff8f5cc656c,2024-03-14T16:20:00-05:00
AS-SM-62-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fbeed7c3-2050-4dd5-a40b-d906ba0db07d,2024-03-14T16:20:00-05:00
AS-SM-62-2024-ELSE-1,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=762fec72-3953-4efa-8a0e-2758fc539f32,2024-03-14T16:20:00-05:00
AS-SM-62-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4911964f-5883-47e1-b1e1-7a39fb63a97a,2024-03-20T08:47:55-05:00
AS-SM-62-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=55a79528-7ba0-43b4-90ca-f0efb6996c29,2024-03-21T12:44:32-05:00
AS-SM-62-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2d7a10f0-9958-480a-9d1a-e5850aaabcbd,2024-05-09T16:57:31-05:00
AS-SM-62-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=159fb214-c630-4c1d-9384-6300b58f9363,2024-05-09T16:55:29-05:00
AS-SM-62-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c5910994-500d-440e-b1a3-a45841cfca96,2024-05-09T16:55:29-05:00
AS-SM-62-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e2743a72-e9d2-4c94-b28c-970f6eaac244,2024-05-09T16:55:29-05:00
AS-SM-62-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152617021,2024-06-19T09:44:35-05:00
AS-SM-62-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152617022,2024-06-19T09:44:32-05:00
CP-SM-56-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=aef364a7-1390-4aa2-af05-9a18381c0171,2024-03-19T14:41:00-05:00
CP-SM-56-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4896bd0a-b843-4aae-9835-cad2adeddf5a,2024-03-19T14:41:00-05:00
CP-SM-56-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=140fc783-b444-4fd8-b1cc-694b55f071c5,2024-04-05T09:37:08-05:00
CP-SM-56-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c3a4d05b-d4cd-4674-8239-4291667ebd39,2024-04-05T09:37:10-05:00
CP-SM-56-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=aded4c50-c257-4589-b4be-dd6089ca2ca1,2024-04-08T12:00:37-05:00
CP-SM-56-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fbfdec8e-b02e-4ada-a83a-560beed9d12e,2024-04-25T16:52:07-05:00
CP-SM-56-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5b5878c1-6763-458e-b19c-572a5a4afdef,2024-04-25T16:52:07-05:00
CP-SM-56-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4d877d53-daaf-4296-97f9-e96433302b68,2024-04-25T16:52:08-05:00
CP-SM-56-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152607433,2024-06-03T16:25:16-05:00
SIE-SIE-3-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=487a0625-b734-4b78-8eb6-0860069860c6,2024-03-20T16:15:00-05:00
SIE-SIE-3-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ab23d751-0a26-4677-884a-f0c26837503a,2024-03-20T16:15:00-05:00
SIE-SIE-3-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6cfffac6-d918-4793-b0af-a0786f06e59b,2024-04-11T14:43:48-05:00
SIE-SIE-3-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152602617,2024-05-24T16:11:07-05:00
CP-SM-54-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0fc3c35c-7fde-4eb5-99cd-93c8ad03144e,2024-02-15T15:18:00-05:00
CP-SM-54-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4d219d30-b188-416b-9371-1548bb38a72f,2024-02-15T15:18:00-05:00
CP-SM-54-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d26061b4-5ad7-4bbe-9634-09dbf8f3e338,2024-03-12T15:01:05-05:00
CP-SM-54-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9fa09cc9-84d2-4f92-bd50-10ab28361669,2024-03-12T15:01:05-05:00
CP-SM-54-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=03cde3bc-6a5a-447b-a7ab-bc8b6f4715c0,2024-04-04T16:46:25-05:00
